Dataset,IoTSubdomain(Entrada),Sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SecurityPublic,Accelerometer,ActivePixel,Alarm,AnalogImageProcessing,PassiveInfrared,PhotoElectric,PiezoElectricAccelerometer,Position,Proximity,PushBroomScanner,QuartzThermometer,RangeImaging,SmartDust,Snotel,Grid,StaringArray,StaringArray,Tactile,Thermocouple,UltraWideBandRadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,SecurityPublic,Auxanometer,BackIlluminated,Heartbeat,HookGaugeEvaporimeter,Hyperspectral,Image,ImageFormat,MillimeterWaveScanner,MotionDetector,RangeImaging,SmartDust,Snotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,UrbanMobility,Abs,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,WheelSpeed,,,,,,,,,,,,,,,,,
14,UrbanMobility,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,,,,,,,,,,,,,,,,,,,,,,
15,UrbanMobility,Abs,Accelerometer,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,,,,,,,,,,,,,,,,,,,,,,,,
16,UrbanMobility,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,Video,,,,,,,,,,,,,,,,,,,,,,,,,
17,UrbanMobility,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,WheelSpeed,,,,,,,,,,,,,,,,,,,,,
18,UrbanMobility,Abs,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,,,,,,,,,,,,,,,,,,,,,,,
19,UrbanMobility,AnprWhereVehiclesAreTimedOverFixedDistance,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,
20,UrbanMobility,Abs,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,StaringArray,Tachometer,TimeOfFlightCamera,TouchSwitch,,,,,,,,,,,,,,,,,,,,,,,,,,
21,UrbanMobility,Abs,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,VelocityReceiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,UrbanMobility,Abs,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Microbolometer,Microphone,MotionDetector,Occupancy,Odometer,OmnidirectionalCamera,Parking,PassiveInfrared,PiezoElectric,PiezoElectricAccelerometer,Position,Radar,RadarGun,RangeImaging,Speedometers,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,UrbanMobility,Abs,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,PiezoElectricAccelerometer,Position,Radar,RadarGun,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,UrbanMobility,Abs,Accelerometer,ActivePixel,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,AutomaticTransmissionSpeed,BlindSpotMonitor,BrakeFluidPressure,Capacitance,CapacitiveDisplacement,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,Image,Microbolometer,Microphone,MotionDetector,Occupancy,TouchSwitch,UltraWideBandRadar,VehicleSpeed,VelocityReceiver,Video,WheelSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SmartGrid,Current,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SmartGrid,Current,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,SmartGrid,Current,Galvanometer,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,SmartGrid,Current,Galvanometer,PhotoDiode,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,SmartGrid,Current,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SmartGrid,Current,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,SmartGrid,Galvanometer,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,SmartGrid,PhotoDiode,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SmartGrid,ProportionalCounter,StrainGauge,TestLight,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,SmartGrid,Current,VoltageDetector,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,SmartGrid,Current,Galvanometer,PhotoDiode,WheatstoneBridge,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,SmartGrid,Current,Galvanometer,PhotoDiode,ProportionalCounter,ChargeCoupledDevice,DisplacementReceiver,DopplerRadar,FreeFall,GroundSpeedRadar,HallEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SmartHome,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,SmartHome,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SmartHome,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,SmartHome,Capacitance,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,SmartHome,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SmartHome,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,SmartHome,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SmartHome,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SmartHome,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SmartHome,Capacitance,CapacitiveSensing,Catadioptric,Cmos,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,MillimeterWaveScanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,SmartHome,Capacitance,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,Light,Microphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,SmartHome,CapacitiveSensing,Catadioptric,Cmos,Colorimeter,Electroscope,Gyroscope,Gyroscopic,HeatFlux,Image,ImageFormat,IncrementalEncoder,InfraredThermometer,LedAsLight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SmartCampus,ActivePixel,AirFuelRatioMeter,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork
50,SmartCampus,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,
51,SmartCampus,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,
52,SmartCampus,ActivePixel,AirFuelRatioMeter,Alarm,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,,,,,,,,,,,,,,,,
53,SmartCampus,ActivePixel,AirFuelRatioMeter,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,,,,,,,,,,,,,,
54,SmartCampus,ActivePixel,Alarm,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,RangeImaging,ResistanceThermometer,SiliconBandgapTemperature,SmokeDetector,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,,,
55,SmartCampus,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,Light,MillimeterWaveScanner,MotionDetector,Nano,NondispersiveInfrared,Occupancy,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,Proximity,Pyrgeometer,QuartzThermometer,RainGauge,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,,,,,,,,,,,,,
56,SmartCampus,ActivePixel,AirFuelRatioMeter,Alarm,AnalogImageProcessing,Anemometer,AngleSensitivePixel,AnprWhereVehiclesAreTimedOverFixedDistance,BackIlluminated,BimetallicStrip,BlindSpotMonitor,Calorimeter,Catadioptric,Cmos,CurbFeeler,Current,ElectroOptical,Electroscope,FlameDetection,FlameDetector,Galvanometer,GardonGauge,GasDetector,GasMeter,HeatFlux,HeatFlux,Image,ImageFormat,InfraredThermometer,LedAsLight,Light,MillimeterWaveScanner,OmnidirectionalCamera,OmniviewTechnology,Optode,Oxygen,OzoneMonitor,Parking,PassiveInfrared,StaringArray,TemperatureGauge,TestLight,Thermocouple,Thermometer,VoltageDetector,WheatstoneBridge,WirelessNetwork,,,,,,,,,,,,
